Date,Time Entered,Time Exited,bee_exit_datetime,datetime_ground_temp,ground_temperature_F,time_diff_secs,station,ws_datetime,tmpf,relh,skyc1,ws_time_diff_secs
2025-06-24,1:04,1:05,2025-06-24T13:05:00Z,2025-06-24T13:05:00Z,78,720,SBA,2025-06-24T12:53:00Z,64,75.22,OVC,720
2025-06-24,1:11,1:14,2025-06-24T13:14:00Z,2025-06-24T13:15:00Z,78,1260,SBA,2025-06-24T12:53:00Z,64,75.22,OVC,1260
2025-06-24,12:42,1:17,2025-06-24T13:17:00Z,2025-06-24T13:15:00Z,78,1440,SBA,2025-06-24T12:53:00Z,64,75.22,OVC,1440
2025-06-25,N/A,11:36,2025-06-25T11:36:00Z,2025-06-25T11:35:00Z,71,1020,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,1020
2025-06-25,N/A,11:44,2025-06-25T11:44:00Z,2025-06-25T11:45:00Z,73,540,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,540
2025-06-25,N/A,11:47,2025-06-25T11:47:00Z,2025-06-25T11:45:00Z,73,360,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,360
2025-06-25,N/A,11:59,2025-06-25T11:59:00Z,2025-06-25T11:55:00Z,73,360,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,360
2025-06-25,N/A,12:00,2025-06-25T12:00:00Z,2025-06-25T11:55:00Z,73,420,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,420
2025-06-25,N/A,12:04,2025-06-25T12:04:00Z,2025-06-25T12:05:00Z,73,660,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,660
2025-06-25,12:04,12:06,2025-06-25T12:06:00Z,2025-06-25T12:05:00Z,73,780,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,780
2025-06-25,11:47,12:08,2025-06-25T12:08:00Z,2025-06-25T12:05:00Z,73,900,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,900
2025-06-25,N/A,12:19,2025-06-25T12:19:00Z,2025-06-25T12:15:00Z,75,1560,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,1560
2025-06-25,12:17,12:20,2025-06-25T12:20:00Z,2025-06-25T12:15:00Z,75,1620,SBA,2025-06-25T11:53:00Z,64,80.85,BKN,1620
2025-06-25,N/A,12:24,2025-06-25T12:24:00Z,2025-06-25T12:25:00Z,77,1740,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,1740
2025-06-25,12:19,12:27,2025-06-25T12:27:00Z,2025-06-25T12:25:00Z,77,1560,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,1560
2025-06-25,N/A,12:32,2025-06-25T12:32:00Z,2025-06-25T12:35:00Z,77,1260,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,1260
2025-06-25,N/A,12:33,2025-06-25T12:33:00Z,2025-06-25T12:35:00Z,77,1200,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,1200
2025-06-25,N/A,12:41,2025-06-25T12:41:00Z,2025-06-25T12:45:00Z,79,720,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,720
2025-06-25,12:37,12:42,2025-06-25T12:42:00Z,2025-06-25T12:45:00Z,79,660,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,660
2025-06-25,12:41,12:43,2025-06-25T12:43:00Z,2025-06-25T12:45:00Z,79,600,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,600
2025-06-25,12:24,12:44,2025-06-25T12:44:00Z,2025-06-25T12:45:00Z,79,540,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,540
2025-06-25,N/A,12:47,2025-06-25T12:47:00Z,2025-06-25T12:45:00Z,79,360,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,360
2025-06-25,N/A,12:48,2025-06-25T12:48:00Z,2025-06-25T12:45:00Z,79,300,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,300
2025-06-25,12:48,12:53,2025-06-25T12:53:00Z,2025-06-25T12:55:00Z,80,0,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,0
2025-06-25,12:50,12:55,2025-06-25T12:55:00Z,2025-06-25T12:55:00Z,80,120,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,120
2025-06-25,1:00,1:02,2025-06-25T13:02:00Z,2025-06-25T13:05:00Z,80,540,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,540
2025-06-25,1:04,1:08,2025-06-25T13:08:00Z,2025-06-25T13:05:00Z,80,900,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,900
2025-06-25,12:16,1:09,2025-06-25T13:09:00Z,2025-06-25T13:05:00Z,80,960,SBA,2025-06-25T12:53:00Z,66,75.41,BKN,960
2025-06-25,N/A,1:11,2025-06-25T13:11:00Z,2025-06-25T13:15:00Z,82,960,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,960
2025-06-25,1:14,1:15,2025-06-25T13:15:00Z,2025-06-25T13:15:00Z,82,720,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,720
2025-06-25,1:14,1:18,2025-06-25T13:18:00Z,2025-06-25T13:15:00Z,82,540,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,540
2025-06-25,1:14,1:19,2025-06-25T13:19:00Z,2025-06-25T13:15:00Z,82,480,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,480
2025-06-25,1:19,1:21,2025-06-25T13:21:00Z,2025-06-25T13:25:00Z,84,360,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,360
2025-06-25,1:12,1:24,2025-06-25T13:24:00Z,2025-06-25T13:25:00Z,84,180,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,180
2025-06-25,1:24,1:27,2025-06-25T13:27:00Z,2025-06-25T13:25:00Z,84,0,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,0
2025-06-25,12:49,1:31,2025-06-25T13:31:00Z,2025-06-25T13:35:00Z,86,240,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,240
2025-06-25,1:34,1:35,2025-06-25T13:35:00Z,2025-06-25T13:35:00Z,86,480,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,480
2025-06-25,12:35,1:38,2025-06-25T13:38:00Z,2025-06-25T13:35:00Z,86,660,SBA,2025-06-25T13:27:00Z,66,72.74,BKN,660
2025-06-25,1:37,1:41,2025-06-25T13:41:00Z,2025-06-25T13:45:00Z,86,720,SBA,2025-06-25T13:53:00Z,67,72.85,SCT,720
2025-06-25,1:36,1:44,2025-06-25T13:44:00Z,2025-06-25T13:45:00Z,86,540,SBA,2025-06-25T13:53:00Z,67,72.85,SCT,540
2025-06-25,1:43,1:45,2025-06-25T13:45:00Z,2025-06-25T13:45:00Z,86,480,SBA,2025-06-25T13:53:00Z,67,72.85,SCT,480
2025-06-25,1:42,1:49,2025-06-25T13:49:00Z,2025-06-25T13:45:00Z,86,240,SBA,2025-06-25T13:53:00Z,67,72.85,SCT,240
2025-06-25,1:48,1:52,2025-06-25T13:52:00Z,2025-06-25T13:55:00Z,87,60,SBA,2025-06-25T13:53:00Z,67,72.85,SCT,60
2025-06-25,1:54,1:58,2025-06-25T13:58:00Z,2025-06-25T13:55:00Z,87,300,SBA,2025-06-25T13:53:00Z,67,72.85,SCT,300
2025-06-25,1:59,2:09,2025-06-25T14:09:00Z,2025-06-25T14:05:00Z,87,960,SBA,2025-06-25T13:53:00Z,67,72.85,SCT,960
2025-06-26,N/A,11:59,2025-06-26T11:59:00Z,2025-06-26T11:55:00Z,77,360,SBA,2025-06-26T11:53:00Z,66,78.16,OVC,360
2025-06-26,N/A,12:01,2025-06-26T12:01:00Z,2025-06-26T12:05:00Z,77,480,SBA,2025-06-26T11:53:00Z,66,78.16,OVC,480
2025-06-26,N/A,12:09,2025-06-26T12:09:00Z,2025-06-26T12:05:00Z,77,960,SBA,2025-06-26T11:53:00Z,66,78.16,OVC,960
2025-06-26,11:50,12:13,2025-06-26T12:13:00Z,2025-06-26T12:15:00Z,78,1200,SBA,2025-06-26T11:53:00Z,66,78.16,OVC,1200
2025-06-26,12:04,12:17,2025-06-26T12:17:00Z,2025-06-26T12:15:00Z,78,1440,SBA,2025-06-26T11:53:00Z,66,78.16,OVC,1440
2025-06-26,N/A,12:36,2025-06-26T12:36:00Z,2025-06-26T12:35:00Z,82,1020,SBA,2025-06-26T12:53:00Z,67,75.5,OVC,1020
2025-06-26,N/A,12:49,2025-06-26T12:49:00Z,2025-06-26T12:45:00Z,82,240,SBA,2025-06-26T12:53:00Z,67,75.5,OVC,240
2025-06-26,N/A,1:02,2025-06-26T13:02:00Z,2025-06-26T13:05:00Z,82,540,SBA,2025-06-26T12:53:00Z,67,75.5,OVC,540
2025-06-26,N/A,1:05,2025-06-26T13:05:00Z,2025-06-26T13:05:00Z,82,720,SBA,2025-06-26T12:53:00Z,67,75.5,OVC,720
2025-06-26,1:09,1:14,2025-06-26T13:14:00Z,2025-06-26T13:15:00Z,84,1260,SBA,2025-06-26T12:53:00Z,67,75.5,OVC,1260
2025-06-26,1:19,1:23,2025-06-26T13:23:00Z,2025-06-26T13:25:00Z,84,1320,SBA,2025-06-26T13:45:00Z,68,72.95,BKN,1320
2025-06-26,1:27,1:27,2025-06-26T13:27:00Z,2025-06-26T13:25:00Z,84,1080,SBA,2025-06-26T13:45:00Z,68,72.95,BKN,1080
2025-06-26,1:28,1:31,2025-06-26T13:31:00Z,2025-06-26T13:35:00Z,84,840,SBA,2025-06-26T13:45:00Z,68,72.95,BKN,840
2025-06-26,1:34,1:40,2025-06-26T13:40:00Z,2025-06-26T13:35:00Z,84,300,SBA,2025-06-26T13:45:00Z,68,72.95,BKN,300
2025-06-26,1:49,1:51,2025-06-26T13:51:00Z,2025-06-26T13:55:00Z,86,120,SBA,2025-06-26T13:53:00Z,68,72.95,SCT,120
2025-06-26,1:25,1:59,2025-06-26T13:59:00Z,2025-06-26T13:55:00Z,86,360,SBA,2025-06-26T13:53:00Z,68,72.95,SCT,360
2025-06-26,2:11,2:15,2025-06-26T14:15:00Z,2025-06-26T14:15:00Z,87,1320,SBA,2025-06-26T13:53:00Z,68,72.95,SCT,1320
2025-06-30,N/A,11:06,2025-06-30T11:06:00Z,2025-06-30T11:05:00Z,75,780,SBA,2025-06-30T10:53:00Z,61,80.62,BKN,780
2025-06-30,N/A,11:13,2025-06-30T11:13:00Z,2025-06-30T11:15:00Z,75,1200,SBA,2025-06-30T10:53:00Z,61,80.62,BKN,1200
2025-06-30,N/A,11:14,2025-06-30T11:14:00Z,2025-06-30T11:15:00Z,75,1260,SBA,2025-06-30T10:53:00Z,61,80.62,BKN,1260
2025-06-30,N/A,11:16,2025-06-30T11:16:00Z,2025-06-30T11:15:00Z,75,1380,SBA,2025-06-30T10:53:00Z,61,80.62,BKN,1380
2025-06-30,11:20,11:31,2025-06-30T11:31:00Z,2025-06-30T11:35:00Z,77,1320,SBA,2025-06-30T11:53:00Z,62,77.82,BKN,1320
2025-06-30,11:14,11:41,2025-06-30T11:41:00Z,2025-06-30T11:45:00Z,77,720,SBA,2025-06-30T11:53:00Z,62,77.82,BKN,720
2025-06-30,N/A,11:54,2025-06-30T11:54:00Z,2025-06-30T11:55:00Z,77,60,SBA,2025-06-30T11:53:00Z,62,77.82,BKN,60
2025-06-30,N/A,12:06,2025-06-30T12:06:00Z,2025-06-30T12:05:00Z,77,780,SBA,2025-06-30T11:53:00Z,62,77.82,BKN,780
2025-06-30,11:54,12:13,2025-06-30T12:13:00Z,2025-06-30T12:15:00Z,77,840,SBA,2025-06-30T12:27:00Z,63,77.91,SCT,840
2025-06-30,12:07,12:15,2025-06-30T12:15:00Z,2025-06-30T12:15:00Z,77,720,SBA,2025-06-30T12:27:00Z,63,77.91,SCT,720
2025-06-30,12:22,12:23,2025-06-30T12:23:00Z,2025-06-30T12:25:00Z,78,240,SBA,2025-06-30T12:27:00Z,63,77.91,SCT,240
2025-06-30,N/A,12:30,2025-06-30T12:30:00Z,2025-06-30T12:25:00Z,78,180,SBA,2025-06-30T12:27:00Z,63,77.91,SCT,180
2025-06-30,N/A,12:31,2025-06-30T12:31:00Z,2025-06-30T12:35:00Z,78,240,SBA,2025-06-30T12:27:00Z,63,77.91,SCT,240
2025-06-30,12:23,12:36,2025-06-30T12:36:00Z,2025-06-30T12:35:00Z,78,540,SBA,2025-06-30T12:27:00Z,63,77.91,SCT,540
2025-06-30,12:41,12:50,2025-06-30T12:50:00Z,2025-06-30T12:45:00Z,78,180,SBA,2025-06-30T12:53:00Z,64,75.22,SCT,180
2025-06-30,12:37,12:54,2025-06-30T12:54:00Z,2025-06-30T12:55:00Z,80,60,SBA,2025-06-30T12:53:00Z,64,75.22,SCT,60
2025-06-30,12:54,12:56,2025-06-30T12:56:00Z,2025-06-30T12:55:00Z,80,180,SBA,2025-06-30T12:53:00Z,64,75.22,SCT,180
2025-06-30,1:22,1:26,2025-06-30T13:26:00Z,2025-06-30T13:25:00Z,84,1620,SBA,2025-06-30T13:53:00Z,65,72.64,SCT,1620
2025-06-30,1:21,1:34,2025-06-30T13:34:00Z,2025-06-30T13:35:00Z,86,1140,SBA,2025-06-30T13:53:00Z,65,72.64,SCT,1140
2025-07-01,11:20,11:34,2025-07-01T11:34:00Z,2025-07-01T11:35:00Z,77,480,SBA,2025-07-01T11:42:00Z,63,75.13,SCT,480
2025-07-01,N/A,11:37,2025-07-01T11:37:00Z,2025-07-01T11:35:00Z,77,300,SBA,2025-07-01T11:42:00Z,63,75.13,SCT,300
2025-07-01,11:53,11:53,2025-07-01T11:53:00Z,2025-07-01T11:55:00Z,82,0,SBA,2025-07-01T11:53:00Z,63,75.13,SCT,0
2025-07-01,11:53,11:57,2025-07-01T11:57:00Z,2025-07-01T11:55:00Z,82,240,SBA,2025-07-01T11:53:00Z,63,75.13,SCT,240
2025-07-01,N/A,11:59,2025-07-01T11:59:00Z,2025-07-01T11:55:00Z,82,360,SBA,2025-07-01T11:53:00Z,63,75.13,SCT,360
2025-07-01,12:02,12:08,2025-07-01T12:08:00Z,2025-07-01T12:05:00Z,84,900,SBA,2025-07-01T11:53:00Z,63,75.13,SCT,900
2025-07-01,12:04,12:11,2025-07-01T12:11:00Z,2025-07-01T12:15:00Z,84,1080,SBA,2025-07-01T11:53:00Z,63,75.13,SCT,1080
2025-07-01,12:20,12:25,2025-07-01T12:25:00Z,2025-07-01T12:25:00Z,86,1680,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,1680
2025-07-01,12:00,12:26,2025-07-01T12:26:00Z,2025-07-01T12:25:00Z,86,1620,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,1620
2025-07-01,12:30,12:35,2025-07-01T12:35:00Z,2025-07-01T12:35:00Z,86,1080,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,1080
2025-07-01,12:36,12:43,2025-07-01T12:43:00Z,2025-07-01T12:45:00Z,87,600,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,600
2025-07-01,12:46,12:48,2025-07-01T12:48:00Z,2025-07-01T12:45:00Z,87,300,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,300
2025-07-01,12:25,1:02,2025-07-01T13:02:00Z,2025-07-01T13:05:00Z,86,540,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,540
2025-07-01,1:04,1:07,2025-07-01T13:07:00Z,2025-07-01T13:05:00Z,86,840,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,840
2025-07-01,1:01,1:08,2025-07-01T13:08:00Z,2025-07-01T13:05:00Z,86,900,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,900
2025-07-01,1:07,1:13,2025-07-01T13:13:00Z,2025-07-01T13:15:00Z,86,1200,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,1200
2025-07-01,1:08,1:17,2025-07-01T13:17:00Z,2025-07-01T13:15:00Z,86,1440,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,1440
2025-07-01,1:21,1:23,2025-07-01T13:23:00Z,2025-07-01T13:25:00Z,84,1800,SBA,2025-07-01T12:53:00Z,64,72.54,SCT,1800
2025-07-01,1:32,1:36,2025-07-01T13:36:00Z,2025-07-01T13:35:00Z,82,1020,SBA,2025-07-01T13:53:00Z,66,70.16,FEW,1020
2025-07-01,1:20,1:37,2025-07-01T13:37:00Z,2025-07-01T13:35:00Z,82,960,SBA,2025-07-01T13:53:00Z,66,70.16,FEW,960
2025-07-01,1:27,1:42,2025-07-01T13:42:00Z,2025-07-01T13:45:00Z,84,660,SBA,2025-07-01T13:53:00Z,66,70.16,FEW,660
2025-07-01,1:47,1:50,2025-07-01T13:50:00Z,2025-07-01T13:45:00Z,84,180,SBA,2025-07-01T13:53:00Z,66,70.16,FEW,180
2025-07-01,1:39,1:54,2025-07-01T13:54:00Z,2025-07-01T13:55:00Z,84,60,SBA,2025-07-01T13:53:00Z,66,70.16,FEW,60
2025-07-01,12:05,1:59,2025-07-01T13:59:00Z,2025-07-01T13:55:00Z,84,360,SBA,2025-07-01T13:53:00Z,66,70.16,FEW,360
2025-07-01,2:08,2:14,2025-07-01T14:14:00Z,2025-07-01T14:15:00Z,84,1260,SBA,2025-07-01T13:53:00Z,66,70.16,FEW,1260
2025-07-01,2:05,2:16,2025-07-01T14:16:00Z,2025-07-01T14:15:00Z,84,1380,SBA,2025-07-01T13:53:00Z,66,70.16,FEW,1380
2025-07-01,2:03,2:57,2025-07-01T14:57:00Z,2025-07-01T14:55:00Z,84,240,SBA,2025-07-01T14:53:00Z,65,72.64,SCT,240
2025-07-02,11:47,11:49,2025-07-02T11:49:00Z,2025-07-02T11:55:00Z,77,240,SBA,2025-07-02T11:53:00Z,66,72.74,OVC,240
2025-07-02,11:56,11:59,2025-07-02T11:59:00Z,2025-07-02T11:55:00Z,77,360,SBA,2025-07-02T11:53:00Z,66,72.74,OVC,360
2025-07-02,12:13,12:15,2025-07-02T12:15:00Z,2025-07-02T12:15:00Z,84,720,SBA,2025-07-02T12:27:00Z,66,72.74,SCT,720
2025-07-02,12:57,1:03,2025-07-02T13:03:00Z,2025-07-02T13:05:00Z,89,600,SBA,2025-07-02T12:53:00Z,68,67.89,SCT,600
2025-07-03,11:55,11:59,2025-07-03T11:59:00Z,2025-07-03T11:55:00Z,75,360,SBA,2025-07-03T11:53:00Z,69,68.01,SCT,360
2025-07-03,11:58,12:25,2025-07-03T12:25:00Z,2025-07-03T12:25:00Z,86,1680,SBA,2025-07-03T12:53:00Z,69,68.01,CLR,1680
2025-07-03,1:40,2:02,2025-07-03T14:02:00Z,2025-07-03T14:05:00Z,91,540,SBA,2025-07-03T13:53:00Z,71,65.84,CLR,540
